database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	YK.RM.1	YK.RM.2	YK.RM.3	YK.RM.4	YK.RM.5	YK.RM.6	YK.RM.7	YK.RM.15	YK.RM.16	YK.RM.17	YK.RM.18	YK.RM.19	YK.RM.20	YK.RM.21	QC1	QC2	QC3	QC4	QC5
				Unknown	111.0669954				230.014			BiotreeDB									1149523.12	1499448.778	360861.5892	1499103.139	1410217.232	1470645.624	608686.8317	830927.8012	891237.8817	769107.1644	852300.9503	207130.0626	1149753.396	779254.1412	1485164.01	928507.2296	954555.4394	1005170.588	1013212.328
				Unknown	245.1288756				229.99			BiotreeDB									299329.714	467488.3764	24177.41231	474315.6819	562208.6193	541929.6567	54186.44087	220628.9195	342466.1356	214325.5481	300213.8389	37274.5684	357875.2543	146993.2823	480711.9527	276911.9727	297488.0445	301396.8438	312765.1426
				Unknown	138.0493521				229.95			BiotreeDB									0	0	0	0	0	0	0	138912.1204	144529.978	0	381993.2026	42695.55524	87572.65579	13373.10841	0	0	0	0	25624.98828
				Unknown	314.2805191				229.759			BiotreeDB									723008.1768	508000.1453	364839.9634	721258.9509	769564.2405	625929.1236	60222.23939	307330.7381	391637.7827	271886.1591	513700.0539	0	544575.6149	1056482.786	549925.8339	558775.5445	642764.8543	611582.1442	671987.7364
				Unknown	220.0398039				229.4965			BiotreeDB									0	0	0	0	0	0	0	576499.3212	549471.1092	71955.56686	1213153.118	105140.1486	258411.475	73364.76973	162109.1867	123742.3614	110896.7942	124834.1555	130870.5423
				Unknown	189.0187				229.2465			BiotreeDB									0	0	0	0	0	14203.61753	0	2895670.24	3032177.578	632826.1087	6581924.503	950001.9704	1488777.122	835649.9135	1682718.289	872445.0123	801518.6611	852312.1384	805772.6476
				Unknown	217.1548844				229.231			BiotreeDB									74146.69131	44399.08162	186336.958	0	63405.5834	293013.6667	0	15266.4659	0	0	24268.71772	0	0	0	239045.232	178120.195	157895.0222	175707.3482	179293.6979
				Unknown	181.1334177				229.2			BiotreeDB									192142.3992	209132.4505	537281.4762	292284.6105	105197.7209	185290.7299	49129.34136	17803.87081	89725.22324	60867.13062	137131.6464	88320.22194	44802.02412	25639.36316	679909.1741	517572.8949	472311.6208	500389.9407	487268.2028
				Unknown	200.1286011				229.1945			BiotreeDB									397248.009	369029.5567	163812.4411	325420.3506	273584.3343	318081.5122	318067.677	457674.1379	377283.0492	374987.8563	368106.1398	282220.2827	395361.7054	342200.9286	193751.8111	431249.4321	421076.7037	255480.6976	369949.7242
				Unknown	201.1317428				229.117			BiotreeDB									0	0	0	0	0	0	0	412304.487	222578.2133	69376.87791	723781.6499	0	169191.7142	62099.88128	146610.5292	119665.8117	113316.3166	140448.229	105040.3217
				Unknown	192.1383772				229.05			BiotreeDB									9778297.542	436907.7765	516926.7195	646302.7777	901145.8693	681287.281	400035.1578	647544.0234	592079.2796	429495.6212	723026.5506	4029085.673	684457.9306	908278.1852	1792457.349	1695549.071	1326755.994	1311411.733	1353926.362
				Unknown	179.107279				228.8735			BiotreeDB									92029.63144	29603.22316	334860.0146	155499.5263	116709.994	145163.7244	26895.34924	87216.58517	104588.5843	30939.62766	105168.8636	33163.92682	0	67630.37141	182456.7455	159092.6972	184845.7116	225990.578	88272.59851
				Unknown	170.1178341				228.328			BiotreeDB									1993907.365	1458362.808	2859022.132	2472918.557	2363570.574	2287149.763	664112.0151	1687899.82	1359440.696	1623490.303	1670533.39	351729.2092	1184852.297	1209957.699	2705762.67	2187694.136	2035641.33	2136162.731	2341502.03
				Unknown	227.1392793				228.3185			BiotreeDB									7385729.238	7704389.76	7458524.664	8278784.13	8067090.99	9155808.031	3996848.362	6502322.298	4118908.961	5586832.38	4532257.118	1260924.418	5158523.258	5767956.001	8968817.389	6370982.883	6417187.267	6166457.703	6240776.478
				Unknown	337.0026016				228.277			BiotreeDB									2825555.184	3040942.003	3095198.23	2675288.915	3087158.969	2939136.157	2265937.457	2160784.505	1646102.143	1970490.167	2120983.645	996246.3903	2225869.337	2261838.691	4135851.341	2935318.534	2403602.981	2438670.56	2526170.243
				Unknown	118.0865255				228.273			BiotreeDB									573235.1383	646542.2608	369193.0442	627434.3486	793280.7453	1010763.615	454514.2376	386150.5525	378311.5607	470462.7657	464058.0903	385172.1028	467423.6019	479780.428	642039.0123	462564.393	523775.5113	531514.7769	568859.7471
				Unknown	242.1136559				228.258			BiotreeDB									389575.5069	491415.4736	364444.9779	502127.7039	1147705.793	695256.3328	65209.77579	899125.9782	347299.5953	446783.7356	452555.9303	0	668154.1536	342953.3595	602543.5391	502634.128	354328.6745	347839.864	448099.6766
				Unknown	378.0289857				227.767			BiotreeDB									404115.4618	421546.5867	475298.5037	451039.6489	446649.0634	479245.4658	213876.3353	287239.8856	160428.3963	314826.5788	182743.1478	0	269723.4304	269305.5862	584770.2134	344322.8664	270742.1205	339637.609	258837.4521
				Unknown	695.4544323				227.7045			BiotreeDB									154004.2217	159520.569	129517.4926	159221.5241	436255.1625	313880.6554	0	366607.147	150313.474	104443.7992	213640.5746	0	218747.9639	162647.326	261096.1216	246390.133	137665.1812	181149.5972	131318.3539
				Unknown	210.1105148				227.453			BiotreeDB									111959.4041	134077.6517	71350.76115	118077.2343	115947.442	80303.77544	35025.42324	126216.1861	61490.35999	77831.81737	41653.45228	0	88814.70543	73358.48498	129921.7516	100014.4503	105492.004	46381.94297	106300.4308
				Unknown	248.1873227				227.442			BiotreeDB									280885.9716	369315.442	477216.4722	332941.284	579151.6245	336473.4567	196960.5921	363096.3911	306911.3656	404660.9173	462983.5818	183267.6503	254381.1699	144696.2297	344774.4657	284298.4598	347874.2384	359341.2097	317350.4322
				Unknown	330.2644893				227.427			BiotreeDB									291885.2604	328632.2127	349560.8667	290790.2962	287379.3423	285718.9883	386128.9462	275131.2496	323391.035	399169.0471	276836.0943	454477.2738	337442.0247	273074.0518	178728.9148	195825.8939	264328.1733	329064.7142	206485.7607
				Unknown	101.1077856				226.541			BiotreeDB									203821.4666	86731.72721	581819.7515	317092.228	207323.9601	307877.3172	153969.747	268908.9641	187074.4115	393458.7155	352112.8528	303812.9467	89714.77283	358089.1335	879046.0053	563608.448	513775.2905	585706.4179	677863.4921
				Unknown	175.0718322				226.541			BiotreeDB									109538.8122	111010.3447	63990.05119	97443.19141	87030.79496	129734.2108	122336.1002	154953.7281	100496.5083	242801.7235	111282.1397	223106.6988	156649.2723	125094.1214	170148.8715	141522.6354	122349.4144	103003.2177	76672.37326
				Unknown	142.1228788				226.505			BiotreeDB									219422.805	75840.30625	671640.1834	410607.1955	243380.0953	19548.43445	63392.79252	0	56634.3176	173196.0611	16431.94879	108133.3041	14394.69387	705375.0308	1388779.315	1587970.454	1824109.901	1700227.087	1026277.895
				Unknown	174.1030691				226.471			BiotreeDB									874160.1302	263159.3432	389270.9766	1954374.126	683574.5952	1097530.549	41529.4315	477963.8512	212312.2044	366083.7921	291134.8337	0	212970.6417	159055.0491	1007549.146	779978.0676	744042.1907	777839.6408	816310.745
				Unknown	212.1033139				226.441			BiotreeDB									501215.0985	650294.4287	598000.2058	470435.1762	521598.1978	559048.8697	592082.792	625569.7388	473087.8693	524029.3906	617042.0158	625542.2519	545756.1305	585016.9525	1027335.83	140598.2429	542830.1274	721827.2235	481743.7908
				Unknown	108.0560266				226.308			BiotreeDB									263736.1062	390955.345	63582.85775	307151.3716	70166.85967	90632.48526	233468.2881	451758.6387	122614.7549	285626.8542	203820.2574	110291.0376	210309.6485	132267.3599	5968593.871	1942226.743	311143.6218	148851.8983	145663.9688
				Unknown	412.2286785				225.645			BiotreeDB									176993.7141	273086.9993	0	0	240801.1826	0	0	0	481298.5869	0	818341.8037	0	0	137822.7406	396519.3841	317687.7876	281918.153	310175.5908	278240.1167
				Unknown	363.2012017				225.6225			BiotreeDB									6795648.259	9130800.823	3978141.233	3995565.985	2711996.103	8233142.398	8040367.915	3053614.575	4599241.968	8262224.139	2829266.414	7604164.717	2978119.377	6526050.597	10907389.36	9040704.062	6488837.485	8112981.649	3127352.297
				Unknown	292.0358545				225.6			BiotreeDB									329605.7376	317972.6817	365142.5901	292966.229	467730.107	385487.2076	35926.28509	273392.1178	340694.7801	186423.0894	367654.2909	11496.03668	319143.8411	415558.9972	368011.3993	381186.5316	363200.5022	396012.3829	354702.1727
				Unknown	333.061902				225.5925			BiotreeDB									52729738.42	28972304.99	28820869.21	87736635.21	31945671.53	54002001.71	34084633.73	56317470.68	54523364.88	54556807.36	56140775.32	54375005.44	52933782.43	53861762.55	37870537.17	52872445.69	87061460.76	26612240.87	88088742
				Unknown	426.3695613				225.5925			BiotreeDB									6869688.317	6352541.771	5947864.754	5792736.911	7300033.454	7838493.518	1869869.009	8652287.026	6415172.5	4786811.572	7751282.993	1448608.507	6920859.79	7260883.391	8721437.035	7781823.309	6437868.974	7764722.715	6284426.423
				Unknown	341.2181203				225.58			BiotreeDB									46859873.5	45228295.37	44694685.23	46623488.72	36801892.64	46275842.74	47175602.56	36262033.44	43186334.96	49230326.5	52954011.14	39672823.48	54646801.32	45050384.61	49757613.17	47339982.1	44441220.71	38537375.18	99090610.77
				Unknown	135.0920171				225.5775			BiotreeDB									20721123.85	13177232.82	20361260.86	12080312.12	28389275.06	23002741.26	19560461.59	13621861.38	10872070.07	15021790.38	33221475.12	44505090.04	30376991.8	35489355.97	14488449.77	9459445.717	36185858.78	18191564.61	36627433.75
				Unknown	89.04249032				225.411			BiotreeDB									1229990.269	1536047.031	1317235.111	1785564.183	1254846.838	1437352.387	1483537.775	1350891.736	1448965.707	3162563.05	1701854.136	1244654.957	1752816.737	1213540.487	0	275623.067	1109105.827	1421537.804	1298027.401
				Unknown	267.1211852				225.081			BiotreeDB									134038.5598	381843.016	256258.3021	162016.1245	101609.1166	435800.7112	279114.9395	251379.6689	239959.2097	202515.8424	128831.4717	201703.6092	223722.042	112696.0005	49727.88921	89209.54575	145997.2225	127034.868	248410.1099
				Unknown	250.1302119				224.74			BiotreeDB									2407434.795	2644170.898	2574955.958	2694545.022	2410896.307	2584327.127	2747840.977	2525603.113	5917639.146	6231542.358	2246865.061	3800662.998	2505754.19	2143461.441	3601483.982	2122844.708	2340540.599	2544713.579	2349567.001
				Unknown	216.1597736				224.731			BiotreeDB									32935.54439	193524.3246	55826.66677	42068.32562	145445.0542	25525.6448	102715.7287	58700.34872	175632.7194	0	178592.0608	0	97266.83559	19456.88419	241684.0159	272973.4151	243752.3126	220437.5568	194194.2785
				Unknown	90.04590005				224.683			BiotreeDB									1319368.084	1308699.368	1902223.899	1210731.62	1462328.17	1217657.961	1808624.435	940145.0423	921831.0295	522674.5339	1010450.434	840908.0406	734641.9967	1242966.879	1360128.931	1111879.514	843991.1593	1041063.471	980864.6292
				Unknown	116.1074096				224.624			BiotreeDB									7349343.482	8108185.446	2883939.326	9763045.809	5444921.537	4423073.637	8641151.03	8974592.561	7267457.675	2209758.521	7172559.819	7210508.636	9513571.115	7578394.203	9071815.071	6918776.635	2816502.272	7844008.191	7470308.527
				Unknown	132.1385405				224.564			BiotreeDB									5126675.648	7792481.545	5374680.077	5431894.179	5188598.409	5689310.324	2922965.112	6521112.568	3163019.578	3396283.499	4982056.599	1278380.496	4257537.442	3605200.895	5019626.311	4602841.266	4379992.183	4078416.617	3665504.561
				Unknown	278.9710868				224.52			BiotreeDB									542144.8439	2279900.088	668758.826	295115.4154	1987339.061	404226.7934	957998.4927	588005.0597	1974134.852	69434.64728	2402690.308	390273.1008	843216.2843	332861.7475	3591345.195	2883956.33	2924892.056	3061743.779	2769568.356
				Unknown	240.0655507				224.2125			BiotreeDB									104232.8763	464228.4496	125071.2805	88002.21624	361859.1878	105915.8028	210905.2765	149457.2555	382418.455	14776.12854	443815.1759	76688.38678	151666.6987	116023.9243	737203.8334	584142.4772	567555.1788	638321.609	527014.5668
				Unknown	247.1079094				223.782			BiotreeDB									6770410.372	12695390.35	2293528.076	12793515.05	8185901.077	11673622.48	3241127.239	8720387.067	8183002.596	7759491.312	8362694.739	9988082.874	7508423.459	8129176.713	9717917.894	8467626.428	3209383.013	3573228.163	11474918.46
				Unknown	172.0972757				223.776			BiotreeDB									155564.1819	480664.3539	101571.8349	165355.9799	355302.893	173946.969	181244.5548	197743.6064	415691.9766	108807.0059	464367.7725	60988.05942	184150.0627	116006.8609	649082.1204	584847.3031	558195.176	578834.0305	519295.959
				Unknown	234.1968716				223.776			BiotreeDB									11403652.71	13582781.74	5723493.198	13772545.21	11581579.96	6648483.475	7632086.595	4320141.961	6616812.065	5889446.371	6878026.877	13927310.45	13951742.81	2961871.995	4715993.881	4077002.55	13042110.41	8412530.146	893979.828
				Unknown	266.1499901				223.614			BiotreeDB									6749835.156	4603268.96	12250508.74	4078542.006	8328448.158	5631892.618	6978653.319	13203240.12	860056.5254	5429756.074	11867581.79	4894257.871	10221223.46	10255624.51	9760319.378	4756171.273	12811475.54	6402109.425	6621250.586
				Unknown	212.1647332				223.2645			BiotreeDB									35791460.12	35175877.1	36129761.27	60179946.84	35135510.73	36223759.2	36222794.65	34942328.79	64638823.76	41618626.88	35577461.26	35664020.01	101600005	33354821.42	44094359.27	101361335.6	35985246.66	39245672.03	36901119.7
				Unknown	179.0543681				222.836			BiotreeDB									539486.0093	642348.1444	530714.7592	559849.5716	854616.1077	404710.6668	16931.74952	918956.0824	439950.7087	268959.0525	750079.558	26899.81436	715384.7338	555997.0401	624946.6099	471129.028	427982.2805	524030.4169	527581.9778
				Unknown	297.9909821				222.6965			BiotreeDB									17191468.86	13542821.42	17851344.26	10065500.87	16612971.59	17607407.73	13357697.07	8329242.623	18816570.35	12189734.93	16043834.47	9933202.997	19978774.8	14998507.48	25238505.5	6420231.844	6854733.618	10130099.43	15563451.24
				Unknown	163.0870061				222.1895			BiotreeDB									1049950.508	1738508.253	1213146.015	2363126.146	1360314.645	1574505.056	620880.5948	1814855.314	2930105.121	1437949.498	1853668.472	374207.8952	3364405.258	4259580.931	3072528.21	1662735.107	2249754.389	1339769.361	2228567.466
				Unknown	254.9968272				222.18			BiotreeDB									1053761.624	1839694.92	968811.7446	956372.6572	863027.0857	985569.0564	1306173.143	1197780.212	3032140.941	1162726.203	1008623.743	1979854.425	1045672.664	873778.6534	1391385.226	981709.6146	1100520.758	739732.0603	1038873.521
				Unknown	269.9981661				222.05			BiotreeDB									4501946.791	5183243.917	4755569.412	5403075.21	4719293.819	4311003.743	5051814.47	5180319.81	5800310.09	4231687.275	6010733.378	4584308.736	4884528.895	5645885.944	5330409.026	5472104.75	5273514.96	5169384.763	5465842.389
				Unknown	364.0166037				222.022			BiotreeDB									1398958.769	852760.5724	1495664.061	944623.3714	1368187.866	1652417.148	439857.1175	42684.63036	21325.50614	103000.9875	135812.446	143416.6693	55487.96167	80118.75943	621504.1433	615892.8623	525978.4115	618460.8279	659737.7166
				Unknown	206.0779064				221.874			BiotreeDB									0	0	0	0	0	0	0	722302.2693	441337.7125	421206.1843	888320.5123	118538.9493	223467.4162	99701.90707	120473.9699	106878.2471	95689.44689	75186.62096	0
				Unknown	340.0212927				221.841			BiotreeDB									128642723	132291377.4	76443726.23	135212846.9	118120208	88549612.32	76921973.65	49440594.62	139911521.8	141138087.9	125600704.4	85002710.5	140379449.5	119772764.4	194311718	119379301.5	51731939.46	136090842.5	133075719.8
				Unknown	696.5406937				221.809			BiotreeDB									2170246.583	2154463.517	2936040.335	2001956.112	1973681.107	2073090.543	736394.1078	1751785.663	1373827.344	1152319.159	1450129.744	473952.1671	1483204.858	1690689.756	1830248.695	1822493.779	1707709.39	1674446.209	1548108.981
				Unknown	339.0181595				221.406			BiotreeDB									8919216.27	9815355.458	9395684.211	10214708.91	9541738.466	6580721.674	12411161.04	10771229.43	5037465.983	4103926.463	3223648.238	10899245.73	9554510.362	7928009.992	11638075.44	9542523.477	3360405.352	10013333	5499788.555
				Unknown	359.7348469				221.0935			BiotreeDB									2015773.433	2197213.592	2083643.175	3743108.843	2515832.494	2415223.983	1387923.079	1520174.298	1483969.248	1408851.667	1080306.801	1405790.164	1348261.976	1198306.624	2186648.673	1727062.698	1776930.563	1620143.262	1467173.456
				Unknown	438.2282591				221.085			BiotreeDB									3464287.81	3786821.321	3424342.911	6509317.186	3383942.715	2437351.856	4021376.861	6332023.073	3619870.614	4252566.477	3574427.092	1742259.722	4499574.173	3204879.195	5058171.141	3866047.99	3679494.785	3563434.3	3646699.964
				Unknown	415.3728657				221.0765			BiotreeDB									573361315.7	1050717605	617487798.4	1070557801	421221411.3	1092490876	1171191768	1164621760	289990780.5	1062838699	1219537482	727774539.8	1125217532	967423544.9	1592867925	1003061521	1009699629	1116689125	1058039852
				Unknown	414.369147				221.068			BiotreeDB									12767751.22	26100744.93	17650964.64	28453047.66	15530963.78	18114608.92	11261373.88	16776099.62	14010377.13	16433885.09	10320939.89	28134699.08	16743775.05	13996379.17	23760920.81	11281252.85	26315681.21	7327368.855	16640202.58
